subset,is_prompt_absent,num_candidates
full,1,78
full,0,3
full,1,1
full,1,19
full,0,5
full,1,28
full,1,1
full,0,39
full,1,28
full,1,0
full,0,3
full,1,16
full,1,21
full,0,16
full,1,18
full,1,12
full,0,2
full,1,2
full,1,2
full,0,18
full,1,18
full,1,4
full,0,8
full,1,8
full,1,15
full,0,9
full,1,3
full,1,6
full,0,14
full,1,27
full,1,11
full,0,15
full,1,0
full,1,17
full,0,11
full,1,10
full,1,1
full,1,2
full,1,34
full,1,21
full,1,3
full,0,37
full,1,6
full,1,30
full,0,30
full,1,77
full,1,17
full,0,2
full,1,3
full,1,5
full,0,22
full,1,11
full,1,14
full,0,6
full,1,11
full,1,7
full,0,2
full,1,3
full,1,3
full,0,3
full,1,26
full,1,1
full,0,2
full,1,4
full,1,19
full,0,2
full,1,18
full,1,2
full,0,40
full,1,66
full,1,25
full,0,12
full,1,24
full,1,6
full,0,14
full,1,6
full,1,8
full,0,7
full,1,29
full,1,6
full,1,1
full,1,12
full,0,3
full,1,5
full,1,21
full,0,24
full,1,36
full,1,95
full,0,2
full,1,2
full,1,9
full,0,16
full,1,25
full,1,1
full,0,30
full,1,13
full,1,33
full,0,22
full,1,7
full,1,0
full,0,3
full,1,7
full,1,5
full,0,16
full,1,2
full,1,1
full,1,9
full,1,14
full,0,1
full,1,6
full,1,2
full,0,7
full,1,15
full,1,13
full,0,85
full,1,11
full,1,0
full,0,8
full,1,22
full,1,10
full,0,18
full,1,11
full,1,23
full,0,9
full,1,8
full,1,24
full,1,24
full,1,52
full,1,3
full,1,2
full,0,79
full,1,77
full,1,13
full,0,14
full,1,2
full,1,6
full,0,9
full,1,23
full,1,17
full,0,3
full,1,5
full,1,7
full,0,7
full,1,25
full,1,11
full,0,17
full,1,2
full,1,55
full,0,2
full,1,2
full,1,1
full,0,30
full,1,17
full,1,38
full,1,20
full,1,2
full,0,33
full,1,1
full,1,19
full,1,8
full,1,20
full,0,8
full,1,4
full,1,13
full,1,30
full,1,12
full,0,4
full,1,2
full,1,12
full,0,1
full,1,20
full,1,2
full,0,3
full,1,4
full,1,11
full,0,10
full,1,8
full,1,25
full,1,12
full,1,16
full,0,17
full,1,18
full,1,44
full,1,7
full,1,11
full,1,37
full,1,26
full,0,33
full,1,24
full,1,12
full,0,33
full,1,19
full,1,2
full,0,10
full,1,1
full,1,1
full,0,11
full,1,84
full,1,76
full,0,3
full,1,1
full,1,6
full,0,10
full,1,8
full,1,4
full,1,8
full,1,18
full,0,1
full,1,16
full,1,4
full,1,6
full,1,10
full,0,2
full,1,2
full,1,2
full,1,12
full,1,10
full,0,2
full,1,8
full,1,10
full,0,1
full,1,1
full,1,17
full,0,2
full,1,3
full,1,6
full,0,23
full,1,15
full,1,9
full,0,9
full,1,21
full,1,7
full,1,10
full,1,1
full,0,17
full,1,37
full,1,28
full,0,12
full,1,24
full,1,35
full,0,37
full,1,25
full,1,5
full,1,19
full,1,3
full,1,1
full,1,2
full,0,3
full,1,22
full,1,21
full,0,4
full,1,4
full,1,1
full,0,4
full,1,14
full,1,4
full,1,5
full,1,11
full,0,3
full,1,1
full,1,13
full,0,54
full,1,55
full,1,31
full,1,1
full,1,1
full,0,13
full,1,54
full,1,9
full,1,37
full,1,71
full,0,33
full,1,18
full,1,2
full,0,6
full,1,14
full,1,4
full,0,9
full,1,6
full,1,10
full,0,3
full,1,6
full,1,4
full,0,9
full,1,5
full,1,20
full,0,17
full,1,7
full,1,37
full,0,4
full,1,3
full,1,1
full,0,3
full,1,4
full,1,9
full,1,4
full,1,5
full,0,1
full,1,1
full,1,14
full,0,1
full,1,5
full,1,4
full,1,9
full,1,6
full,0,3
full,1,47
full,1,30
full,0,5
full,1,1
full,1,7
full,1,2
full,1,6
full,0,4
full,1,3
full,1,4
full,1,28
full,1,5
full,1,25
full,1,1
full,0,39
full,1,20
full,1,22
full,1,31
full,1,10
full,0,10
full,1,21
full,1,15
full,0,3
full,1,25
full,1,27
full,0,2
full,1,1
full,1,1
full,0,22
full,1,65
full,1,38
full,0,11
full,1,18
full,1,9
full,0,20
full,1,8
full,1,6
full,1,3
full,1,1
full,0,2
full,1,30
full,1,5
full,1,6
full,1,36
full,0,3
full,1,14
full,1,29
full,1,31
full,1,23
full,0,7
full,1,3
full,1,27
full,0,4
full,1,2
full,1,2
full,0,1
full,1,7
full,1,3
full,0,41
full,1,19
full,1,6
full,0,8
full,1,5
full,1,8
full,0,7
full,1,40
full,1,20
full,0,4
full,1,1
full,1,0
full,1,11
full,1,0
full,0,5
full,1,6
full,1,1
full,0,1
full,1,2
full,1,5
full,1,8
full,1,11
full,0,2
full,1,8
full,1,2
full,0,105
full,1,43
full,1,39
full,0,31
full,1,9
full,1,4
full,0,31
full,1,0
full,1,5
full,0,4
full,1,4
full,1,1
full,0,3
full,1,8
full,1,11
full,0,114
full,1,16
full,1,9
full,0,10
full,1,26
full,1,39
full,0,8
full,1,46
full,1,21
full,1,14
full,1,9
full,1,29
full,1,25
full,1,29
full,1,36
full,0,8
full,1,3
full,1,3
full,0,4
full,1,4
full,1,3
full,0,4
full,1,4
full,1,6
full,0,16
full,1,5
full,1,3
full,1,9
full,1,4
full,0,11
full,1,10
full,1,12
full,0,1
full,1,3
full,1,2
full,1,46
full,1,53
full,0,4
full,1,4
full,1,11
full,0,32
full,1,41
full,1,39
full,1,1
full,1,1
full,1,2
full,1,4
full,0,6
full,1,1
full,1,25
full,0,24
full,1,22
full,1,3
clean,0,46
clean,0,104
clean,0,26
clean,0,35
clean,0,1
clean,0,1
clean,0,1
clean,0,7
clean,0,14
clean,0,15
clean,0,1
clean,0,28
clean,0,6
clean,0,13
clean,0,3
clean,0,6
clean,0,5
clean,0,8
clean,0,23
clean,0,3
clean,0,2
clean,0,5
clean,0,13
clean,0,2
clean,0,13
clean,0,22
clean,0,5
clean,0,2
clean,0,1
clean,0,4
clean,0,7
clean,0,14
clean,0,6
clean,0,3
clean,0,1
clean,0,9
clean,0,17
clean,0,1
clean,0,5
clean,0,20
clean,0,7
clean,0,13
clean,0,10
clean,0,16
clean,0,43
clean,0,5
clean,0,66
clean,0,37
clean,0,1
clean,0,1
clean,0,2
clean,0,1
clean,0,16
clean,0,5
clean,0,9
clean,0,4
clean,0,27
clean,0,4
clean,0,11
clean,0,2
clean,0,31
clean,0,3
clean,0,1
clean,0,10
clean,0,2
clean,0,3
clean,0,11
clean,0,9
clean,0,2
clean,0,4
clean,0,6
clean,0,19
clean,0,41
clean,0,18
clean,0,25
clean,0,5
clean,0,47
clean,0,13
clean,0,1
clean,0,5
clean,0,4
clean,0,16
clean,0,3
clean,0,2
clean,0,3
clean,0,1
clean,0,5
clean,0,21
clean,0,6
clean,0,36
clean,0,5
clean,0,10
clean,0,3
clean,0,2
clean,0,36
clean,0,19
clean,0,4
clean,0,15
clean,0,4
clean,0,3
clean,0,24
clean,0,111
clean,0,1
clean,0,7
clean,0,4
clean,0,1
clean,0,2
clean,0,42
clean,0,14
clean,0,3
clean,0,13
clean,0,4
clean,0,180
clean,0,18
clean,0,7
clean,0,20
clean,0,6
clean,0,4
clean,0,11
clean,0,7
clean,0,1
clean,0,12
clean,0,22
clean,0,3
clean,0,50
clean,0,11
clean,0,19
clean,0,1
clean,0,54
clean,0,5
clean,0,5
clean,0,10
clean,0,14
clean,0,32
clean,0,28
clean,0,1
clean,0,14
clean,0,20
clean,0,1
clean,0,4
clean,0,1
clean,0,6
clean,0,10
clean,0,5
clean,0,2
clean,0,3
clean,0,8
clean,0,34
clean,0,1
clean,0,3
clean,0,5
clean,0,20
clean,0,19
clean,0,14
clean,0,3
clean,0,2
clean,0,9
clean,0,6
clean,0,2
clean,0,46
clean,0,1
clean,0,6
clean,0,15
clean,0,10
clean,0,16
clean,0,1
clean,0,6
clean,0,15
clean,0,3
clean,0,7
clean,0,21
clean,0,1
clean,0,1
clean,0,13
clean,0,11
clean,0,1
clean,0,2
clean,0,12
clean,0,5
clean,0,9
clean,0,8
clean,0,3
clean,0,19
clean,0,21
clean,0,2
clean,0,26
clean,0,3
clean,0,4
clean,0,9
clean,0,18
clean,0,11
clean,0,4
clean,0,1
clean,0,5
clean,0,12
clean,0,32
clean,0,18
clean,0,14
clean,0,7
clean,0,29
clean,0,3
clean,0,5
clean,0,5
clean,0,41
clean,0,1
clean,0,11
clean,0,12
clean,0,5
clean,0,10
clean,0,11
clean,0,3
clean,0,3
clean,0,29
clean,0,5
clean,0,7
clean,0,36
clean,0,13
clean,0,3
clean,0,3
clean,0,68
clean,0,4
clean,0,20
clean,0,36
clean,0,2
clean,0,35
clean,0,48
clean,0,1
clean,0,26
clean,0,17
clean,0,20
clean,0,9
clean,0,16
clean,0,25
clean,0,57
clean,0,42
clean,0,10
clean,0,9
clean,0,32
clean,0,7
clean,0,13
clean,0,2
clean,0,8
clean,0,3
clean,0,60
clean,0,24
clean,0,4
clean,0,7
clean,0,33
clean,0,1
clean,0,4
clean,0,14
clean,0,1
clean,0,6
clean,0,39
clean,0,6
clean,0,4
clean,0,2
clean,0,2
clean,0,39
clean,0,11
clean,0,2
clean,0,9
clean,0,17
clean,0,1
clean,0,19
clean,0,15
clean,0,3
clean,0,3
clean,0,1
clean,0,9
clean,0,52
clean,0,4
clean,0,10
clean,0,12
clean,0,57
clean,0,9
clean,0,16
clean,0,7
clean,0,5
clean,0,22
clean,0,7
clean,0,4
clean,0,10
clean,0,14
clean,0,2
clean,0,14
clean,0,6
clean,0,29
clean,0,3
clean,0,34
clean,0,25
clean,0,1
clean,0,4
clean,0,23
clean,0,4
clean,0,5
clean,0,6
clean,0,3
clean,0,7
clean,0,32
clean,0,2
clean,0,48
clean,0,6
clean,0,40
clean,0,11
clean,0,17
clean,0,2
clean,0,40
clean,0,15
clean,0,2
clean,0,3
clean,0,2
clean,0,3
clean,0,78
clean,0,6
clean,0,1
clean,0,4
clean,0,10
clean,0,61
clean,0,37
clean,0,31
clean,0,3
clean,0,20
clean,0,3
clean,0,11
clean,0,24
clean,0,1
clean,0,9
clean,0,9
clean,0,44
clean,0,7
clean,0,7
clean,0,8
clean,0,2
clean,0,9
clean,0,15
clean,0,9
clean,0,21
clean,0,10
clean,0,49
clean,0,3
clean,0,5
clean,0,6
clean,0,1
clean,0,7
clean,0,28
clean,0,15
clean,0,2
clean,0,1
clean,0,4
clean,0,3
clean,0,4
clean,0,2
clean,0,8
clean,0,6
clean,0,12
clean,0,1
clean,0,1
clean,0,2
clean,0,12
clean,0,1
clean,0,2
clean,0,17
clean,0,7
clean,0,1
clean,0,16
clean,0,1
clean,0,3
clean,0,39
clean,0,2
clean,0,4
clean,0,8
clean,0,1
clean,0,15
clean,0,1
clean,0,20
clean,0,67
clean,0,63
clean,0,1
clean,0,9
clean,0,22
clean,0,16
clean,0,5
clean,0,47
clean,0,2
clean,0,8
clean,0,1
clean,0,7
clean,0,11
clean,0,2
clean,0,7
clean,0,3
clean,0,13
clean,0,6
clean,0,1
clean,0,16
clean,0,13
clean,0,70
clean,0,2
clean,0,4
clean,0,14
clean,0,11
clean,0,3
clean,0,115
clean,0,1
clean,0,50
clean,0,18
clean,0,10
clean,0,10
clean,0,24
clean,0,1
clean,0,2
clean,0,68
clean,0,5
clean,0,2
clean,0,24
clean,0,1
clean,0,3
clean,0,9
clean,0,22
clean,0,8
clean,0,8
clean,0,11
clean,0,8
clean,0,5
clean,0,1
clean,0,21
clean,0,1
clean,0,25
clean,0,1
clean,0,56
clean,0,42
clean,0,52
clean,0,2
clean,0,25
clean,0,14
clean,0,1
clean,0,10
clean,0,2
clean,0,6
clean,0,4
clean,0,7
clean,0,1
clean,0,10
clean,0,3
clean,0,89
clean,0,46
clean,0,32
clean,0,13
clean,0,4
clean,0,7
clean,0,31
clean,0,1
clean,0,7
clean,0,1
clean,0,19
clean,0,56
clean,0,2
clean,0,6
clean,0,7
clean,0,8
clean,0,1
clean,0,27
clean,0,4
clean,0,7
clean,0,2
clean,0,5
clean,0,5
clean,0,68
clean,0,1
clean,0,6
clean,0,11
clean,0,6
clean,0,35
clean,0,29
clean,0,9
clean,0,14
clean,0,29
clean,0,13
clean,0,18
clean,0,6
clean,0,8
clean,0,5
clean,0,1
clean,0,11
clean,0,4
clean,0,30
clean,0,2
clean,0,87
clean,0,3
clean,0,3
clean,0,5
clean,0,12
clean,0,5
clean,0,9
clean,0,9
clean,0,3
clean,0,4
clean,0,2
clean,0,5
clean,0,5
clean,0,17
clean,0,2
clean,0,6
clean,0,1
clean,0,40
clean,0,6
clean,0,6
clean,0,34
clean,0,8
clean,0,44
clean,0,27
clean,0,3
clean,0,4
clean,0,1
clean,0,5
clean,0,11
clean,0,4
clean,0,29
clean,0,5
clean,0,9
clean,0,1
clean,0,1
clean,0,9
clean,0,3
clean,0,5
clean,0,10
clean,0,2
clean,0,1
clean,0,5
clean,0,3
clean,0,4
clean,0,35
clean,0,179
clean,0,3
clean,0,4
clean,0,4
clean,0,16
clean,0,17
clean,0,12
clean,0,5
clean,0,6
clean,0,8
clean,0,1
clean,0,5
clean,0,6
clean,0,2
clean,0,1
clean,0,1
clean,0,15
clean,0,28
clean,0,6
clean,0,34
clean,0,8
clean,0,1
clean,0,9
clean,0,3
clean,0,26
clean,0,3
clean,0,31
clean,0,62
clean,0,4
clean,0,1
clean,0,7
clean,0,1
clean,0,1
clean,0,1
clean,0,1
clean,0,12
clean,0,4
clean,0,2
clean,0,21
clean,0,32
clean,0,5
clean,0,20
clean,0,22
clean,0,8
clean,0,11
clean,0,11
clean,0,8
clean,0,4
clean,0,3
clean,0,11
clean,0,27
clean,0,10
clean,0,2
clean,0,2
clean,0,10
clean,0,5
clean,0,2
clean,0,26
clean,0,1
clean,0,13
clean,0,48
clean,0,7
clean,0,2
clean,0,7
clean,0,5
clean,0,2
clean,0,20
clean,0,53
clean,0,15
clean,0,28
clean,0,3
clean,0,40
clean,0,2
clean,0,27
clean,0,2
clean,0,5
clean,0,8
clean,0,12
clean,0,3
clean,0,2
clean,0,4
clean,0,57
clean,0,3
clean,0,3
clean,0,4
clean,0,5
clean,0,1
clean,0,1
clean,0,3
clean,0,10
clean,0,2
clean,0,20
clean,0,11
clean,0,2
clean,0,29
clean,0,52
clean,0,8
clean,0,5
clean,0,3
clean,0,2
clean,0,19
clean,0,23
clean,0,7
clean,0,3
clean,0,3
clean,0,6
clean,0,1
clean,0,24
clean,0,11
clean,0,26
clean,0,5
clean,0,14
clean,0,2
clean,0,11
clean,0,4
clean,0,6
clean,0,16
clean,0,2
clean,0,2
clean,0,27
clean,0,16
clean,0,21
clean,0,13
clean,0,9
clean,0,19
clean,0,3
clean,0,5
clean,0,39
clean,0,3
clean,0,16
clean,0,2
clean,0,18
clean,0,8
clean,0,9
clean,0,14
clean,0,15
clean,0,11
clean,0,37
clean,0,30
clean,0,2
clean,0,22
clean,0,6
clean,0,2
clean,0,3
clean,0,2
clean,0,2
clean,0,40
clean,0,12
clean,0,14
clean,0,7
clean,0,3
clean,0,24
clean,0,2
clean,0,16
clean,0,30
clean,0,22
clean,0,3
clean,0,16
clean,0,1
clean,0,7
clean,0,85
clean,0,8
clean,0,18
clean,0,9
clean,0,79
clean,0,14
clean,0,9
clean,0,3
clean,0,7
clean,0,17
clean,0,2
clean,0,30
clean,0,33
clean,0,8
clean,0,4
clean,0,1
clean,0,3
clean,0,10
clean,0,17
clean,0,33
clean,0,33
clean,0,10
clean,0,11
clean,0,3
clean,0,10
clean,0,1
clean,0,2
clean,0,2
clean,0,1
clean,0,2
clean,0,23
clean,0,9
clean,0,17
clean,0,12
clean,0,37
clean,0,3
clean,0,4
clean,0,4
clean,0,3
clean,0,54
clean,0,13
clean,0,33
clean,0,6
clean,0,9
clean,0,3
clean,0,9
clean,0,17
clean,0,4
clean,0,3
clean,0,1
clean,0,1
clean,0,3
clean,0,5
clean,0,4
clean,0,39
clean,0,10
clean,0,3
clean,0,2
clean,0,22
clean,0,11
clean,0,20
clean,0,2
clean,0,3
clean,0,7
clean,0,4
clean,0,1
clean,0,41
clean,0,8
clean,0,7
clean,0,4
clean,0,5
clean,0,1
clean,0,2
clean,0,105
clean,0,31
clean,0,31
clean,0,4
clean,0,3
clean,0,114
clean,0,10
clean,0,8
clean,0,8
clean,0,4
clean,0,4
clean,0,16
clean,0,11
clean,0,1
clean,0,4
clean,0,32
clean,0,6
clean,0,24
