table,dataset,detector,alpha,method,fdp_pooled_mean,fdp_pooled_std,fdp_family_mean,recall_mean,rejections_mean,phi_max_median,loo_mean,n_seeds,source,pooled_bound_eps,pooled_bound_delta,pooled_bound_covered,pooled_bound_eps_stratified
table2_baselines,COCO val,GDino,0.1,raw_detector,0.8875412080563674,0.006923453057803,,1.0,6163.9,,,20,outputs/coco_groundingdino_gonogo_1000_mix_analysis,,,,
table2_baselines,COCO val,GDino,0.15,raw_detector,0.8875412080563674,0.006923453057803,,1.0,6163.9,,,20,outputs/coco_groundingdino_gonogo_1000_mix_analysis,,,,
table2_baselines,COCO val,GDino,0.2,raw_detector,0.8875412080563674,0.006923453057803,,1.0,6163.9,,,20,outputs/coco_groundingdino_gonogo_1000_mix_analysis,,,,
table2_baselines,COCO val,OWL-ViT,0.05,raw_detector,0.7839547767973223,0.0166245121482815,,1.0,2487.15,,,20,outputs/coco_owlvit_val_1000_mix_analysis,,,,
table2_baselines,COCO val,OWL-ViT,0.1,raw_detector,0.7839547767973223,0.0166245121482815,,1.0,2487.15,,,20,outputs/coco_owlvit_val_1000_mix_analysis,,,,
table2_baselines,COCO val,OWL-ViT,0.15,raw_detector,0.7839547767973223,0.0166245121482815,,1.0,2487.15,,,20,outputs/coco_owlvit_val_1000_mix_analysis,,,,
table2_baselines,COCO val,OWL-ViT,0.2,raw_detector,0.7839547767973223,0.0166245121482815,,1.0,2487.15,,,20,outputs/coco_owlvit_val_1000_mix_analysis,,,,
table2_baselines,COCO val,YOLO-World,0.05,raw_detector,0.5035448724385401,0.0555403546827337,,1.0,804.35,,,20,outputs/coco_yoloworld_val_1000_mix_analysis,,,,
table2_baselines,COCO val,YOLO-World,0.1,raw_detector,0.5035448724385401,0.0555403546827337,,1.0,804.35,,,20,outputs/coco_yoloworld_val_1000_mix_analysis,,,,
table2_baselines,COCO val,YOLO-World,0.15,raw_detector,0.5035448724385401,0.0555403546827337,,1.0,804.35,,,20,outputs/coco_yoloworld_val_1000_mix_analysis,,,,
table2_baselines,COCO val,YOLO-World,0.2,raw_detector,0.5035448724385401,0.0555403546827337,,1.0,804.35,,,20,outputs/coco_yoloworld_val_1000_mix_analysis,,,,
table2_baselines,VOC 2012,GDino,0.05,raw_detector,0.9044107166903638,0.0065307040693258,,1.0,5941.05,,,20,outputs/voc_1000_gdino_analysis,,,,
table2_baselines,VOC 2012,GDino,0.1,raw_detector,0.9044107166903638,0.0065307040693258,,1.0,5941.05,,,20,outputs/voc_1000_gdino_analysis,,,,
table2_baselines,VOC 2012,GDino,0.15,raw_detector,0.9044107166903638,0.0065307040693258,,1.0,5941.05,,,20,outputs/voc_1000_gdino_analysis,,,,
table2_baselines,VOC 2012,GDino,0.2,raw_detector,0.9044107166903638,0.0065307040693258,,1.0,5941.05,,,20,outputs/voc_1000_gdino_analysis,,,,
table2_baselines,VOC 2012,OWL-ViT,0.05,raw_detector,0.6973482681523598,0.0221660593199006,,1.0,1446.85,,,20,outputs/voc_1000_owlvit_analysis,,,,
table2_baselines,VOC 2012,OWL-ViT,0.1,raw_detector,0.6973482681523598,0.0221660593199006,,1.0,1446.85,,,20,outputs/voc_1000_owlvit_analysis,,,,
table2_baselines,VOC 2012,OWL-ViT,0.15,raw_detector,0.6973482681523598,0.0221660593199006,,1.0,1446.85,,,20,outputs/voc_1000_owlvit_analysis,,,,
table2_baselines,VOC 2012,OWL-ViT,0.2,raw_detector,0.6973482681523598,0.0221660593199006,,1.0,1446.85,,,20,outputs/voc_1000_owlvit_analysis,,,,
table2_baselines,VOC 2012,YOLO-World,0.05,raw_detector,0.3868644445524097,0.0301866854503532,,1.0,635.7,,,20,outputs/voc_yoloworld_1000_mix_analysis,,,,
table2_baselines,VOC 2012,YOLO-World,0.1,raw_detector,0.3868644445524097,0.0301866854503532,,1.0,635.7,,,20,outputs/voc_yoloworld_1000_mix_analysis,,,,
table2_baselines,VOC 2012,YOLO-World,0.15,raw_detector,0.3868644445524097,0.0301866854503532,,1.0,635.7,,,20,outputs/voc_yoloworld_1000_mix_analysis,,,,
table2_baselines,VOC 2012,YOLO-World,0.2,raw_detector,0.3868644445524097,0.0301866854503532,,1.0,635.7,,,20,outputs/voc_yoloworld_1000_mix_analysis,,,,
table2_baselines,COCO val,GDino,0.05,crc_family,0.2005295525592912,0.048739029404179,0.0470999935121323,0.4060528254746272,352.45,,,20,outputs/coco_groundingdino_gonogo_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,GDino,0.1,crc_family,0.3393845991485933,0.06567575635391,0.0973156512606139,0.4912289760918293,520.55,,,20,outputs/coco_groundingdino_gonogo_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,GDino,0.15,crc_family,0.4292174930760988,0.062216981955681,0.1493273360107226,0.5475500040795336,673.55,,,20,outputs/coco_groundingdino_gonogo_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,GDino,0.2,crc_family,0.4958623258376633,0.0524215441258772,0.2001055630581288,0.5918309255497356,822.35,,,20,outputs/coco_groundingdino_gonogo_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,OWL-ViT,0.05,crc_family,0.1742958726272753,0.05594970936935,0.0504352814581185,0.3271775314992272,212.3,,,20,outputs/coco_owlvit_val_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,OWL-ViT,0.1,crc_family,0.2750620991560971,0.0396793342709855,0.0924582432648187,0.4614978650002876,340.0,,,20,outputs/coco_owlvit_val_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,OWL-ViT,0.15,crc_family,0.355506914644175,0.0440773123497613,0.1464396258083531,0.5777749476929017,479.7,,,20,outputs/coco_owlvit_val_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,OWL-ViT,0.2,crc_family,0.4240195102176932,0.0379189544178266,0.1944212903672738,0.6729275674523161,625.45,,,20,outputs/coco_owlvit_val_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,YOLO-World,0.05,crc_family,0.0964862924595464,0.0328908726445986,0.0458580080286173,0.5099089557582669,222.75,,,20,outputs/coco_yoloworld_val_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,YOLO-World,0.1,crc_family,0.2034115554174929,0.0676191870260983,0.1007479179060932,0.665387299646784,331.95,,,20,outputs/coco_yoloworld_val_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,YOLO-World,0.15,crc_family,0.3063592399183378,0.0801343944332435,0.1552333809676163,0.7810174486925705,451.4,,,20,outputs/coco_yoloworld_val_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,YOLO-World,0.2,crc_family,0.3719687712683724,0.0781069947504326,0.2042663157028872,0.8516155016378896,545.0,,,20,outputs/coco_yoloworld_val_1000_mix_crc_baseline,,,,
table2_baselines,VOC 2012,GDino,0.05,crc_family,0.1252908648685591,0.0251126813349221,0.0457101070763861,0.5098899250903554,330.35,,,20,outputs/voc_1000_gdino_crc_baseline,,,,
table2_baselines,VOC 2012,GDino,0.1,crc_family,0.2020202564037192,0.0255724271440198,0.0925025749444353,0.5661289434661045,402.25,,,20,outputs/voc_1000_gdino_crc_baseline,,,,
table2_baselines,VOC 2012,GDino,0.15,crc_family,0.2597271227162011,0.0254546888462637,0.1368375147511998,0.5939200493547662,455.05,,,20,outputs/voc_1000_gdino_crc_baseline,,,,
table2_baselines,VOC 2012,GDino,0.2,crc_family,0.3185780119394553,0.0304858350955553,0.1871560364203476,0.6154521562680537,512.6,,,20,outputs/voc_1000_gdino_crc_baseline,,,,
table2_baselines,VOC 2012,OWL-ViT,0.05,crc_family,0.1853576234255075,0.041156846522766,0.0485809503687989,0.2866117221648052,154.2,,,20,outputs/voc_1000_owlvit_crc_baseline,,,,
table2_baselines,VOC 2012,OWL-ViT,0.1,crc_family,0.2714310492062931,0.0415365532623377,0.0985298194685644,0.4906831666525498,295.55,,,20,outputs/voc_1000_owlvit_crc_baseline,,,,
table2_baselines,VOC 2012,OWL-ViT,0.15,crc_family,0.3388615587812246,0.0386610530677077,0.1505489339845876,0.7152712062955651,474.45,,,20,outputs/voc_1000_owlvit_crc_baseline,,,,
table2_baselines,VOC 2012,OWL-ViT,0.2,crc_family,0.4086846023362884,0.0406510844813261,0.1981085972638513,0.8152363928654452,604.4,,,20,outputs/voc_1000_owlvit_crc_baseline,,,,
table2_baselines,VOC 2012,YOLO-World,0.05,crc_family,0.0708469600037526,0.0270049491943319,0.0469397759103641,0.7624012134855975,319.8,,,20,outputs/voc_yoloworld_1000_mix_crc_baseline,,,,
table2_baselines,VOC 2012,YOLO-World,0.1,crc_family,0.1263925941911898,0.0309411302846698,0.0900902157232158,0.8417804819008252,375.75,,,20,outputs/voc_yoloworld_1000_mix_crc_baseline,,,,
table2_baselines,VOC 2012,YOLO-World,0.15,crc_family,0.190023700565253,0.0356285841619393,0.1408459455429822,0.8915649262535581,429.3,,,20,outputs/voc_yoloworld_1000_mix_crc_baseline,,,,
table2_baselines,VOC 2012,YOLO-World,0.2,crc_family,0.252449290304556,0.0378193118832939,0.1924755373563975,0.9241964885173,482.2,,,20,outputs/voc_yoloworld_1000_mix_crc_baseline,,,,
table2_baselines,COCO val,GDino,0.05,storey_bh,0.3095686429829056,0.1995268791382327,0.1235880369592194,0.3403788145037352,384.85,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.1,storey_bh,0.3966874212396967,0.15317589377687,0.2034046663680725,0.4112769979882404,514.35,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.15,storey_bh,0.4584153459004126,0.1315579852925346,0.2793737204629283,0.4526487234145807,625.55,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.2,storey_bh,0.5140609681087711,0.107950011483409,0.3439861437967179,0.4967503863011336,754.9,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.05,bky_2stage,0.1270641473070441,0.0452843850363508,0.110480403282249,0.3156417353693765,252.6,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.1,bky_2stage,0.3020897837894093,0.141783810206839,0.1822182905178722,0.3898368219596354,414.4,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.15,bky_2stage,0.3967746678280758,0.1433166622722909,0.264662507116731,0.4371835907872173,547.0,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,GDino,0.2,bky_2stage,0.4641221559261556,0.1188736097831704,0.3328575171800286,0.4760831055165718,661.55,,,20,outputs/coco_gdino_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.05,storey_bh,0.1311001678233198,0.075745133441641,0.071309439255933,0.3046411523832879,189.85,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.1,storey_bh,0.2412676348552334,0.0872384745840562,0.1121934469483745,0.4050694206721649,291.55,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.15,storey_bh,0.3065951583979319,0.0778659548019466,0.1444896879216515,0.4903385638247896,385.45,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.2,storey_bh,0.3858858042890651,0.0712070120146784,0.1766895255076654,0.5609452900376819,497.25,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.05,bky_2stage,0.0983576307157195,0.043903426025891,0.0637745412529427,0.2794020820412113,166.15,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.1,bky_2stage,0.1755395114642143,0.0610666433892012,0.104177506412685,0.3685384005371642,241.2,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.15,bky_2stage,0.256385259601094,0.0712916393614659,0.1431929395592668,0.4397932177539181,320.6,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,OWL-ViT,0.2,bky_2stage,0.3155626565675442,0.0748964492977137,0.1776502700868286,0.5138195466393263,408.6,,,20,outputs/coco_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.05,storey_bh,0.0687444118539206,0.0380096807398408,0.0457794960255257,0.4329952316942675,183.35,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.1,storey_bh,0.1511583302195296,0.1059074954042581,0.0726837341327131,0.5321194378329157,252.05,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.15,storey_bh,0.1903997574294035,0.1111578811261991,0.0935232731941037,0.5917572016760982,295.05,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.2,storey_bh,0.2103822938687211,0.1122955133137459,0.1077841293174148,0.6307657062194486,322.6,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.05,bky_2stage,0.061094975203092,0.0245756750364352,0.0466960758122473,0.4089791334343623,170.8,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.1,bky_2stage,0.1069243604813902,0.0477757876687368,0.0751995358764742,0.5017946918032885,221.55,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.15,bky_2stage,0.139275488223944,0.0444250802648469,0.0996362763097321,0.5683210553917333,261.05,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,COCO val,YOLO-World,0.2,bky_2stage,0.1771053441667215,0.0598608347321756,0.1171922097044448,0.6184420779521733,298.7,,,20,outputs/coco_yoloworld_val_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.05,storey_bh,0.1762328837145145,0.0290284064962238,0.1979678499255378,0.5025245024868396,345.9,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.1,storey_bh,0.2728358764433484,0.0298792359481494,0.293079772215578,0.5686902834840557,443.4,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.15,storey_bh,0.351671107290061,0.0309750639506679,0.3589079994765627,0.6123932522811832,535.8,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.2,storey_bh,0.4277230813859203,0.0319524364756756,0.4236948217991297,0.6432900067043333,638.25,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.05,bky_2stage,0.1709468291321172,0.0283477232609457,0.192415968896861,0.4889417307344392,334.3,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.1,bky_2stage,0.2479103928064403,0.0283643420554275,0.2804924907137208,0.5598323937901362,421.9,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.15,bky_2stage,0.3214081050593019,0.0283282866135574,0.349161606407969,0.6040505932960103,504.65,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,GDino,0.2,bky_2stage,0.3869337803256579,0.0286652932178667,0.4064736407993402,0.6387947100367567,590.9,,,20,outputs/voc_gdino_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.05,storey_bh,0.1090531594417923,0.0360954340281115,0.0748653954349553,0.2747322940459353,134.7,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.1,storey_bh,0.1732753236965719,0.0330200142195988,0.0987335076393306,0.4230330872700976,223.45,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.15,storey_bh,0.2315275046025336,0.0364323718265911,0.124139387410728,0.559386983560702,318.2,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.2,storey_bh,0.2848543250050827,0.0326391912796681,0.1497368742778465,0.6451723971025853,395.05,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.05,bky_2stage,0.0883457486452312,0.0364902115477136,0.0611566939362885,0.2259236579887601,108.2,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.1,bky_2stage,0.1395685635197134,0.0362695844598248,0.0889876262643875,0.3476426035271834,176.65,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.15,bky_2stage,0.1891531424293742,0.0377896974345028,0.1168505443348552,0.4719901704142391,254.35,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,OWL-ViT,0.2,bky_2stage,0.236902355955277,0.0335475847770672,0.1432178334441134,0.5630229874242477,322.45,,,20,outputs/voc_owlvit_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.05,storey_bh,0.0492693752332692,0.0183255781661467,0.0401495598437594,0.6286293543839421,257.35,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.1,storey_bh,0.072037153580826,0.0195909998765334,0.0532110685674445,0.7253791121800497,304.45,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.15,storey_bh,0.1065046160544285,0.0233477664561736,0.0747843756599539,0.775205669684215,337.85,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.2,storey_bh,0.1276663578404823,0.022914092399504,0.0895813451502453,0.8141985301423,363.5,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.05,bky_2stage,0.0452347747584508,0.0203141117777859,0.0406182481682902,0.5870230144974304,239.45,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.1,bky_2stage,0.0748647915441153,0.0224547651516645,0.0590100256534804,0.7016026981007182,295.3,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.15,bky_2stage,0.1061222679385982,0.0240375757395653,0.0796003395705182,0.7731933387933394,336.95,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
table2_baselines,VOC 2012,YOLO-World,0.2,bky_2stage,0.1331859061610203,0.0252827792820157,0.0992916866938031,0.8140844444284786,365.9,,,20,outputs/voc_yoloworld_1000_20seed_formal_hist,,,,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T1_pooled_template,0.0,0.0,0.0,0.0,0.0,43.07331522629104,1.0004442075098068,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T1_pooled_template,0.0,0.0,0.0,0.0004066903792893,0.2,43.07331522629104,1.0004442075098068,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T1_pooled_template,0.0,0.0,0.0,0.0017692619138044,0.85,43.07331522629104,1.0004442075098068,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T1_pooled_template,0.0,0.0,0.0,0.0034093667942051,1.65,43.07331522629104,1.0004442075098068,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T1_per_template,0.0,0.0,0.0,0.0,0.0,43.07331522629104,1.0004442075098068,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T1_per_template,0.0,0.0,0.0,0.0004066903792893,0.2,43.07331522629104,1.0004442075098068,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T1_per_template,0.0,0.0,0.0,0.0017692619138044,0.85,43.07331522629104,1.0004442075098068,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T1_per_template,0.0,0.0,0.0,0.0034093667942051,1.65,43.07331522629104,1.0004442075098068,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T2_pooled_template,0.0,0.0,0.0,0.0001537900059516,0.15,64.78501629667637,0.9977681249768028,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T2_pooled_template,0.0,0.0,0.0,0.0013334164714856,1.3,64.78501629667637,0.9977681249768028,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T2_pooled_template,0.0083333333333333,0.0372677996249964,0.0083333333333333,0.0041706034571496,4.15,64.78501629667637,0.9977681249768028,20,outputs/prompt_bank_scaling.csv,,,0.95,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T2_pooled_template,0.0121428571428571,0.0380160517852721,0.0121428571428571,0.0068637817513716,6.85,64.78501629667637,0.9977681249768028,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T2_per_template,0.0,0.0,0.0,0.0,0.0,44.72573142282079,0.9960117531681332,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T2_per_template,0.0,0.0,0.0,0.0002608840810752,0.25,44.72573142282079,0.9960117531681332,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T2_per_template,0.0,0.0,0.0,0.0011337457212042,1.1,44.72573142282079,0.9960117531681332,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T2_per_template,0.01,0.0447213595499958,0.0125,0.0027498157266656,2.75,44.72573142282079,0.9960117531681332,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T3_pooled_template,0.0,0.0,0.0,0.0004307782159083,0.6,61.12377952295744,0.9970223716304776,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T3_pooled_template,0.0,0.0,0.0,0.0024952332932679,3.4,61.12377952295744,0.9970223716304776,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T3_pooled_template,0.0125,0.0559016994374947,0.0125,0.0061671682062509,8.45,61.12377952295744,0.9970223716304776,20,outputs/prompt_bank_scaling.csv,,,0.95,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T3_pooled_template,0.0208458646616541,0.0477334152919506,0.0208458646616541,0.0094170292921382,13.1,61.12377952295744,0.9970223716304776,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T3_per_template,0.0,0.0,0.0,0.0,0.0,43.46037224372333,0.9975122162051512,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T3_per_template,0.0,0.0,0.0,0.0001081003555524,0.15,43.46037224372333,0.9975122162051512,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T3_per_template,0.025,0.1118033988749894,0.025,0.0007273695713833,1.05,43.46037224372333,0.9975122162051512,20,outputs/prompt_bank_scaling.csv,,,0.95,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T3_per_template,0.0125,0.0559016994374947,0.0166666666666666,0.0020246709180015,2.8,43.46037224372333,0.9975122162051512,20,outputs/prompt_bank_scaling.csv,,,0.95,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T4_pooled_template,0.0,0.0,0.0,0.0018792070376676,3.25,72.04893743933106,0.9818993931438104,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T4_pooled_template,0.0180555555555555,0.0599673671275296,0.0180555555555555,0.0080335585398031,14.0,72.04893743933106,0.9818993931438104,20,outputs/prompt_bank_scaling.csv,,,0.9,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T4_pooled_template,0.0344247120505794,0.0419408642635829,0.0346274147532821,0.0132441433907491,23.75,72.04893743933106,0.9818993931438104,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T4_pooled_template,0.0410219189619063,0.0401912390911271,0.041231496661396,0.0180207285191058,32.5,72.04893743933106,0.9818993931438104,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T4_per_template,0.0,0.0,0.0,0.0,0.0,47.5619954827455,0.9866835283027806,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T4_per_template,0.0,0.0,0.0,0.0007102905157862,1.25,47.5619954827455,0.9866835283027806,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T4_per_template,0.025,0.1118033988749894,0.0166666666666666,0.0018353688638887,3.3,47.5619954827455,0.9866835283027806,20,outputs/prompt_bank_scaling.csv,,,0.95,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T4_per_template,0.045,0.1166165305806958,0.0341666666666666,0.0030037531778815,5.4,47.5619954827455,0.9866835283027806,20,outputs/prompt_bank_scaling.csv,,,0.9,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T8_pooled_template,0.1620132720143678,0.0523909139350636,0.1620132720143678,0.0220606886380708,44.65,335.79688253329493,1.0009008575599645,20,outputs/prompt_bank_scaling.csv,,,0.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T8_pooled_template,0.1964727342185602,0.0548331421028761,0.1964727342185602,0.0312477061741284,65.6,335.79688253329493,1.0009008575599645,20,outputs/prompt_bank_scaling.csv,,,0.05,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T8_pooled_template,0.2213364263880865,0.0525144313312749,0.2213364263880865,0.0372196758807432,80.85,335.79688253329493,1.0009008575599645,20,outputs/prompt_bank_scaling.csv,,,0.05,
prompt_bank_scaling,COCO val,GDino,0.2,betting_eBH_T8_pooled_template,0.2450459268365508,0.0575126201098155,0.2450459268365508,0.0416358525698903,93.2,335.79688253329493,1.0009008575599645,20,outputs/prompt_bank_scaling.csv,,,0.15,
prompt_bank_scaling,COCO val,GDino,0.05,betting_eBH_T8_per_template,0.0,0.0,0.0,6.43915003219575e-05,0.1,46.55598761871646,0.1857273061641688,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.1,betting_eBH_T8_per_template,0.0,0.0,0.0,0.0006629497471667,1.15,46.55598761871646,0.1857273061641688,20,outputs/prompt_bank_scaling.csv,,,1.0,
prompt_bank_scaling,COCO val,GDino,0.15,betting_eBH_T8_per_template,0.0,0.0,0.0,0.001885640373884,3.2,46.55598761871646,0.1857273061641688,20,outputs/prompt_bank_scaling.csv,,,1.0,
